,Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Driving_experience,Type_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Cause_of_accident,Accident_severity
7146,17:20:00,Saturday,31-50,Male,Elementary school,"(5, 10)",Other, Church areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Overtaking,Changing lane to the right,Slight
7147,12:20:00,Monday,Unknown,Female,Junior high school,> 10,Other, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Reversing,Changing lane to the right,Slight
7148,12:20:00,Monday,31-50,Male,Junior high school,"(5, 10)",Lorry,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Changing lane to the left,Slight
7149,19:58:00,Tuesday,Over 51,Male,High school,"(5, 10)",Automobile,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Getting off,Overturning,Slight
7150,08:54:00,Sunday,31-50,Male,Junior high school,"(5, 10)",Automobile,School areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Getting off,Driving carelessly,Slight
7151,08:54:00,Sunday,31-50,Male,Junior high school,> 10,Lorry,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Reversing,No distancing,Slight
7152,18:03:00,Wednesday,31-50,Male,Junior high school,"(1, 2)",Other,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Turnover,Driving carelessly,Slight
7153,11:24:00,Sunday,18-30,Male,Junior high school,"(2, 5)",Lorry,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,3,Moving Backward,Changing lane to the left,Slight
7154,11:24:00,Sunday,Over 51,Male,Junior high school,"(1, 2)",Automobile,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,3,Going straight,No priority to vehicle,Slight
7155,11:24:00,Sunday,Over 51,Male,Junior high school,unknown,Pick up upto 10Q,Other,One way,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,3,Going straight,Changing lane to the right,Slight
7156,11:24:00,Sunday,Over 51,Male,Elementary school,"(5, 10)",Lorry,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,2,3,Going straight,No distancing,Slight
7157,11:55:00,Friday,Over 51,Male,Junior high school,"(5, 10)",Public,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Moving Backward,Slight
7158,11:55:00,Friday,18-30,Male,Junior high school,> 10,Long lorry,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Moving Backward,Slight
7159,23:15:00,Tuesday,31-50,Male,Junior high school,"(2, 5)",Automobile,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,No distancing,Slight
7160,23:15:00,Tuesday,31-50,Male,Junior high school,> 10,Automobile,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Other,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight
7161,08:25:00,Thursday,Unknown,Male,Junior high school,"(2, 5)",Other,Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,No distancing,Slight
7162,08:25:00,Thursday,31-50,Male,Elementary school,"(5, 10)",Automobile, Hospital areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,No priority to pedestrian,Slight
7163,16:35:00,Wednesday,18-30,Male,Elementary school,"(5, 10)",Long lorry,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Getting off,Driving carelessly,Slight
7164,12:20:00,Tuesday,Unknown,Female,Junior high school,"(5, 10)",Public,Residential areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight
7165,12:20:00,Tuesday,18-30,Male,Junior high school,"(5, 10)",Public,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight
7166,18:08:00,Tuesday,31-50,Male,Elementary school,> 10,Other,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driving carelessly,Serious
7167,19:42:00,Friday,Under 18,Male,Junior high school,< 1,Other,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driving carelessly,Slight
7168,19:42:00,Friday,31-50,Male,Junior high school,"(5, 10)",Other,Other,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,No distancing,Slight
7169,13:19:00,Saturday,31-50,Male,Elementary school,"(1, 2)",Public,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Moving Backward,Other,Slight
7170,13:19:00,Saturday,Over 51,Male,Junior high school,unknown,Lorry,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Other,Wet or damp,Daylight,Raining,Collision with pedestrians,2,1,Going straight,Changing lane to the right,Slight
7171,00:25:00,Saturday,Over 51,Male,Junior high school,> 10,Other,Office areas,Double carriageway (median),Gentle horizontal curve,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,2,Going straight,Changing lane to the right,Slight
7172,00:25:00,Saturday,18-30,Male,High school,"(2, 5)",Public,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,No distancing,Slight
7173,15:25:00,Monday,Over 51,Male,Junior high school,"(1, 2)",Other,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Windy,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight
7174,15:25:00,Monday,Under 18,Male,Junior high school,"(1, 2)",Lorry,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Windy,Collision with roadside objects,2,1,Going straight,Overturning,Slight
7175,15:42:00,Friday,31-50,Male,Above high school,"(2, 5)",Other,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads with some distress,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driving at high speed,Slight
7176,15:42:00,Friday,Unknown,Female,Junior high school,unknown,Other,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,No priority to vehicle,Slight
7177,12:45:00,Friday,18-30,Male,Elementary school,"(2, 5)",Other,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Collision with pedestrians,2,3,Going straight,No priority to pedestrian,Serious
7178,12:45:00,Friday,18-30,Male,Junior high school,"(1, 2)",Pick up upto 10Q,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,3,Other,No priority to vehicle,Serious
7179,12:45:00,Friday,Over 51,Male,Junior high school,"(5, 10)",Automobile,Residential areas,Two-way (divided with broken lines road marking),Gentle horizontal curve,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Collision with pedestrians,2,3,Going straight,Other,Serious
7180,14:56:00,Friday,Over 51,Male,Junior high school,< 1,Other, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Other,Slight
7181,14:56:00,Friday,Over 51,Male,Junior high school,"(2, 5)",Lorry,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Moving Backward,Slight
7182,16:50:00,Tuesday,Unknown,Male,Junior high school,"(5, 10)",Public,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,No distancing,Slight
7183,16:50:00,Tuesday,18-30,Male,Junior high school,> 10,Automobile,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Moving Backward,Slight
7184,06:30:00,Wednesday,18-30,Male,Elementary school,"(2, 5)",Pick up upto 10Q,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,1,Moving Backward,No priority to vehicle,Slight
7185,16:45:00,Tuesday,Under 18,Male,Elementary school,> 10,Lorry,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Moving Backward,Driving carelessly,Slight
7186,14:30:00,Sunday,18-30,Male,Junior high school,"(1, 2)",Public,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,2,Moving Backward,No distancing,Slight
7187,14:30:00,Sunday,18-30,Male,Junior high school,"(5, 10)",Other,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Other,Other,Slight
7188,10:00:00,Saturday,18-30,Male,Junior high school,"(2, 5)",Lorry,Other,Undivided Two way,Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Changing lane to the right,Slight
7189,10:00:00,Saturday,Over 51,Male,Junior high school,"(2, 5)",Pick up upto 10Q,Other,Double carriageway (median),Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Unknown,No distancing,Slight
7190,07:45:00,Friday,18-30,Male,Junior high school,"(2, 5)",Other,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,3,1,Turnover,Driving carelessly,Slight
7191,07:45:00,Friday,Unknown,Male,Junior high school,"(2, 5)",Lorry,  Recreational areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,3,1,Getting off,No distancing,Slight
7192,07:45:00,Friday,18-30,Male,Junior high school,> 10,Ridden horse,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,3,1,Going straight,No priority to vehicle,Slight
7193,19:45:00,Friday,18-30,Male,Junior high school,> 10,Automobile,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Gravel roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,4,Going straight,Changing lane to the right,Slight
7194,19:45:00,Friday,18-30,Male,Elementary school,"(5, 10)",Automobile,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,4,Going straight,No priority to pedestrian,Slight
7195,19:45:00,Friday,18-30,Male,Junior high school,unknown,Stationwagen,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,4,Turnover,No priority to vehicle,Slight
7196,19:45:00,Friday,18-30,Male,Junior high school,"(2, 5)",Other,Office areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,4,Reversing,Changing lane to the left,Slight
7197,19:45:00,Friday,18-30,Male,Elementary school,"(5, 10)",Lorry,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,4,Moving Backward,Turnover,Slight
7198,18:50:00,Friday,31-50,Male,Junior high school,"(5, 10)",Lorry,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Other,Driving to the left,Slight
7199,18:50:00,Friday,18-30,Male,Junior high school,> 10,Long lorry,Other,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driving carelessly,Slight
7200,11:42:00,Wednesday,Over 51,Male,Junior high school,"(5, 10)",Stationwagen,Office areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driving to the left,Serious
7201,11:42:00,Wednesday,31-50,Male,Junior high school,> 10,Public,Residential areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driving carelessly,Serious
7202,17:57:00,Thursday,18-30,Male,Elementary school,< 1,Automobile,  Recreational areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,No priority to pedestrian,Slight
7203,20:30:00,Sunday,Over 51,Male,Elementary school,"(5, 10)",Public,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,1,1,Going straight,Driving carelessly,Slight
7204,12:28:00,Thursday,Over 51,Male,Elementary school,"(1, 2)",Lorry,Residential areas,other,Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight
7205,12:28:00,Thursday,18-30,Male,Elementary school,"(5, 10)",Automobile,Other,other,Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Moving Backward,Slight
